"station","date","lat","lon","NO23","uni"
"21FLGW_WQX-996","2017-01-09",28.096738056,-82.522903056,0.17,"mg/L"
"21FLHILL_WQX-66","2017-10-09",27.927799,-82.639702,0.003,"mg/L"
"21FLHILL_WQX-132","2017-12-27",27.835316135,-82.346139991,0.414,"mg/L"
"21FLPDEM_WQX-12-04","2017-06-22",28.014891,-82.698876,0.26,"mg/L"
"21FLPDEM_WQX-19-08","2017-11-06",27.940403,-82.759796,0.77,"mg/L"
"21FLTBW_WQX-ARBAY000","2017-09-26",27.852500001,-82.4093,0.312,"mg/L"
"21FLSWFD_WQX-19812","2017-02-16",28.138361111,-82.629,0.004,"mg/L"
"21FLHILL_WQX-9","2017-11-20",27.786501,-82.4272,0.003,"mg/L"
"21FLHILL_WQX-50","2017-09-05",27.918501,-82.537903,0.003,"mg/L"
"21FLHILL_WQX-170","2017-09-06",28.035815479,-82.576648687,0.032,"mg/L"
"21FLSWFD_WQX-19853","2017-05-31",28.100291667,-82.601761111,0.004,"mg/L"
"21FLHILL_WQX-25","2017-08-14",27.662701,-82.6679,0.003,"mg/L"
"21FLHILL_WQX-171","2017-11-08",28.016539903,-82.533720655,0.051,"mg/L"
"21FLHILL_WQX-509","2017-01-09",28.157066,-82.5065,0.084,"mg/L"
"21FLPDEM_WQX-23-08","2017-09-18",27.907501,-82.676053,0.1,"mg/L"
"21FLHILL_WQX-103","2017-12-05",27.997414662,-82.586513802,0.022,"mg/L"
"21FLPDEM_WQX-19-07","2017-11-06",27.950451,-82.754343,0.32,"mg/L"
"21FLHILL_WQX-504","2017-07-19",27.9946,-82.57948,0.003,"mg/L"
"21FLHILL_WQX-596","2017-08-29",27.8782129,-82.390359182,0.003,"mg/L"
"21FLHILL_WQX-28","2017-08-14",27.708401,-82.6092,0.003,"mg/L"
"21FLPDEM_WQX-04-04","2017-08-17",28.076659,-82.697885,0.1,"mg/L"
"21FLHILL_WQX-21","2017-12-18",27.6625,-82.563904,0.003,"mg/L"
"21FLHILL_WQX-158","2017-02-07",28.03391,-82.62173,0.037,"mg/L"
"21FLHILL_WQX-161","2017-08-02",28.065192969,-82.555084432,0.081,"mg/L"
"21FLHILL_WQX-133","2017-06-28",27.915001,-82.402199,0.395,"mg/L"
"21FLHILL_WQX-177","2017-11-13",27.9459,-82.379083,0.022,"mg/L"
"21FLHILL_WQX-169","2017-05-22",27.98045,-82.354367,0.044,"mg/L"
"21FLHILL_WQX-65","2017-12-04",27.945601,-82.694298,0.003,"mg/L"
"21FLHILL_WQX-051","2017-01-03",27.8902,-82.548798,0.061,"mg/L"
"21FLHILL_WQX-8","2017-11-20",27.8524,-82.409302,0.003,"mg/L"
"21FLSWFD_WQX-19853","2017-02-16",28.100291667,-82.601761111,0.004,"mg/L"
"21FLHILL_WQX-91","2017-10-16",27.627899,-82.641502,0.003,"mg/L"
"21FLTPA_WQX-G1SW0059","2017-10-11",28.081610001,-82.48186,0.017,"mg/L"
"21FLHILL_WQX-95","2017-08-14",27.6112,-82.694702,0.014,"mg/L"
"21FLHILL_WQX-158","2017-08-02",28.033874251,-82.621692449,0.003,"mg/L"
"21FLHILL_WQX-40","2017-09-05",27.9291,-82.587303,0.003,"mg/L"
"21FLHILL_WQX-068","2017-01-03",27.8519,-82.580803,0.023,"mg/L"
"21FLHILL_WQX-92","2017-07-18",27.5737,-82.686798,0.003,"mg/L"
"21FLHILL_WQX-66","2017-09-05",27.927799,-82.639702,0.003,"mg/L"
"21FLHILL_WQX-7","2017-10-10",27.8589,-82.468597,0.003,"mg/L"
"21FLHILL_WQX-19","2017-09-19",27.693399,-82.555901,0.003,"mg/L"
"21FLHILL_WQX-11","2017-12-20",27.812901,-82.478897,0.003,"mg/L"
"21FLHILL_WQX-50","2017-07-05",27.918501,-82.537903,0.003,"mg/L"
"21FLPDEM_WQX-19-10","2017-12-18",27.927122,-82.738439,0.34,"mg/L"
"21FLHILL_WQX-66","2017-12-04",27.927799,-82.639702,0.003,"mg/L"
"21FLPDEM_WQX-19-09","2017-11-06",27.938397,-82.750888,0.32,"mg/L"
"21FLMANA_WQX-357","2017-09-20",27.6494777,-82.5784527,0.019,"mg/L"
"21FLHILL_WQX-65","2017-07-05",27.945601,-82.694298,0.003,"mg/L"
"21FLCOSP_WQX-COSPE6-B1702","2017-03-20",27.82518,-82.58113,0.01,"mg/L"
"21FLPDEM_WQX-22-01","2017-09-19",27.923225,-82.717813,0.32,"mg/L"
"21FLHILL_WQX-109","2017-09-13",27.945806696,-82.401670251,0.003,"mg/L"
"21FLHILL_WQX-170","2017-07-12",28.035815479,-82.576648687,0.032,"mg/L"
"21FLPDEM_WQX-12-02","2017-09-20",28.020439,-82.690019,0.17,"mg/L"
"21FLHILL_WQX-92","2017-08-14",27.5737,-82.686798,0.003,"mg/L"
"21FLHILL_WQX-596","2017-02-08",27.87735,-82.390383,0.064,"mg/L"
"21FLCOSP_WQX-COSPCL-01","2017-12-07",27.788004,-82.641349,0.01,"mg/L"
"21FLPDEM_WQX-12-04","2017-05-23",28.014891,-82.698876,0.19,"mg/L"
"21FLHILL_WQX-019","2017-05-16",27.693399,-82.555901,0.009,"mg/L"
"21FLHILL_WQX-92","2017-12-18",27.5737,-82.686798,0.003,"mg/L"
"21FLHILL_WQX-167","2017-04-25",27.79221,-82.35217,0.003,"mg/L"
"21FLHILL_WQX-28","2017-12-18",27.708401,-82.6092,0.003,"mg/L"
"21FLHILL_WQX-607","2017-09-27",27.925698253,-82.364467052,0.121,"mg/L"
"21FLHILL_WQX-597","2017-11-06",27.885091814,-82.391700756,0.172,"mg/L"
"21FLSWFD_WQX-19882","2017-12-04",28.156677778,-82.577594444,0.019,"mg/L"
"21FLHILL_WQX-038","2017-06-05",27.8818,-82.577499,0.013,"mg/L"
"21FLHILL_WQX-11","2017-09-13",27.812901,-82.478897,0.06,"mg/L"
"21FLHILL_WQX-80","2017-12-20",27.809601,-82.445999,0.003,"mg/L"
"21FLPDEM_WQX-LT-D-17-08","2017-12-04",28.13575,-82.73482,0.05,"mg/L"
"21FLHILL_WQX-036","2017-06-05",27.855801,-82.553299,0.029,"mg/L"
"21FLHILL_WQX-501","2017-07-19",27.962132449,-82.545728805,0.003,"mg/L"
"21FLHILL_WQX-590","2017-06-14",27.760567,-82.399167,0.564,"mg/L"
"21FLHILL_WQX-38","2017-08-01",27.8818,-82.577499,0.005,"mg/L"
"21FLHILL_WQX-264","2017-07-26",27.682529,-82.496771,0.003,"mg/L"
"21FLSWFD_WQX-19842","2017-08-23",28.121805556,-82.504583333,0.004,"mg/L"
"21FLHILL_WQX-102","2017-03-06",28.010599,-82.607803,0.053,"mg/L"
"21FLSWFD_WQX-19822","2017-02-16",28.097513889,-82.587594444,0.004,"mg/L"
"21FLHILL_WQX-68","2017-09-05",27.8519,-82.580803,0.003,"mg/L"
"21FLHILL_WQX-171","2017-12-05",28.016539903,-82.533720655,0.016,"mg/L"
"21FLHILL_WQX-9","2017-07-10",27.786501,-82.4272,0.003,"mg/L"
"21FLHILL_WQX-144","2017-01-24",27.8381,-82.382202,0.331,"mg/L"
"21FLHILL_WQX-71","2017-07-10",27.876499,-82.413803,0.003,"mg/L"
"21FLGW_WQX-997","2017-10-04",28.096790279,-82.522920833,0.004,"mg/L"
"21FLPDEM_WQX-12-02","2017-10-19",28.020439,-82.690019,0.14,"mg/L"
"21FLHILL_WQX-42","2017-10-09",27.952801,-82.641602,0.003,"mg/L"
"21FLHILL_WQX-173","2017-01-04",28.05115,-82.64404,0.053,"mg/L"
"21FLSWFD_WQX-21116","2017-03-09",28.096666667,-82.687333333,0.018,"mg/L"
"21FLHILL_WQX-610","2017-01-09",28.083839,-82.524998,0.147,"mg/L"
"21FLHILL_WQX-101","2017-11-08",28.0257081,-82.631640091,0.054,"mg/L"
"21FLSWFD_WQX-19853","2017-08-23",28.100291667,-82.601761111,0.004,"mg/L"
"21FLCOSP_WQX-COSPE7-A1707","2017-12-28",27.76999,-82.6158,0.01,"mg/L"
"21FLPDEM_WQX-19-12","2017-03-14",27.94175,-82.75001,0.1,"mg/L"
"21FLPDEM_WQX-19-09","2017-05-24",27.938397,-82.750888,0.1,"mg/L"
"21FLHILL_WQX-61","2017-11-07",27.9687,-82.562103,0.003,"mg/L"
"21FLHILL_WQX-50","2017-10-09",27.918501,-82.537903,0.024,"mg/L"
"21FLHILL_WQX-14","2017-11-20",27.778,-82.520302,0.003,"mg/L"
"21FLPDEM_WQX-19-09","2017-09-18",27.938397,-82.750888,0.45,"mg/L"
"21FLHILL_WQX-016","2017-02-20",27.723801,-82.533798,0.023,"mg/L"
"21FLHILL_WQX-177","2017-01-10",27.9459,-82.379083,0.006,"mg/L"
"21FLHILL_WQX-055","2017-01-11",27.8493,-82.431396,0.017,"mg/L"
"21FLHILL_WQX-138","2017-06-28",27.9165,-82.392998,0.137,"mg/L"
"21FLHILL_WQX-80","2017-08-09",27.809601,-82.445999,0.003,"mg/L"
"21FLSWFD_WQX-19842","2017-12-05",28.121805556,-82.504583333,0.009,"mg/L"
"21FLHILL_WQX-560","2017-02-08",27.905217,-82.401633,0.427,"mg/L"
"21FLTPA_WQX-G1SW0056","2017-05-15",27.807277701,-82.397528,0.004,"mg/L"
"21FLHILL_WQX-093","2017-03-21",27.578899,-82.744102,0.059,"mg/L"
"21FLHILL_WQX-41","2017-10-09",27.937401,-82.565002,0.003,"mg/L"
"21FLHILL_WQX-170","2017-06-06",28.035933,-82.5763,0.14,"mg/L"
"21FLHILL_WQX-13","2017-09-13",27.8118,-82.523201,0.029,"mg/L"
"21FLHILL_WQX-51","2017-10-09",27.8902,-82.548798,0.092,"mg/L"
"21FLTPA_WQX-G1SW0001","2017-09-26",28.16376,-82.48614,0.004,"mg/L"
"21FLPDEM_WQX-22-16","2017-03-28",27.91958,-82.71975,0.1,"mg/L"
"21FLPDEM_WQX-19-07","2017-02-09",27.950451,-82.754343,0.17,"mg/L"
"21FLTPA_WQX-G1SW0051","2017-09-18",28.038500001,-82.685,0.025,"mg/L"
"21FLSWFD_WQX-21116","2017-09-06",28.096666667,-82.687333333,0.021,"mg/L"
"21FLSWFD_WQX-19981","2017-02-16",28.12025,-82.527861111,0.004,"mg/L"
"21FLHILL_WQX-144","2017-02-28",27.8381,-82.382202,0.127,"mg/L"
"21FLCOSP_WQX-COSPE6-C1704","2017-06-28",27.83349,-82.57307,0.01,"mg/L"
"21FLTPA_WQX-G1SW0085","2017-08-30",28.102,-82.4779,0.004,"mg/L"
"21FLCOSP_WQX-COSPE7-D1702","2017-03-21",27.70669,-82.63419,0.01,"mg/L"
"21FLHILL_WQX-138","2017-12-27",27.915412114,-82.393396737,0.165,"mg/L"
"21FLHILL_WQX-596","2017-11-06",27.8782129,-82.390359182,0.018,"mg/L"
"21FLHILL_WQX-82","2017-12-18",27.751101,-82.5718,0.003,"mg/L"
"21FLHILL_WQX-065","2017-03-07",27.945601,-82.694298,0.045,"mg/L"
"21FLHILL_WQX-71","2017-11-20",27.876499,-82.413803,0.003,"mg/L"
"21FLTPA_WQX-G1SW0046","2017-06-05",27.915500001,-82.39353,0.14,"mg/L"
"21FLHILL_WQX-28","2017-07-24",27.708401,-82.6092,0.003,"mg/L"
"21FLHILL_WQX-133","2017-12-27",27.91500958,-82.40210067,0.679,"mg/L"
"21FLCOSP_WQX-44-02","2017-10-24",27.792551,-82.626355,0.01,"mg/L"
"21FLHILL_WQX-158","2017-04-04",28.03391,-82.62173,0.03,"mg/L"
"21FLHILL_WQX-164","2017-11-08",27.989161566,-82.550578583,0.026,"mg/L"
"21FLHILL_WQX-507","2017-01-09",28.110783,-82.549883,0.004,"mg/L"
"21FLHILL_WQX-008","2017-01-11",27.8524,-82.409302,0.032,"mg/L"
"21FLHILL_WQX-161","2017-06-06",28.06565,-82.55524,0.122,"mg/L"
"21FLTPA_WQX-G1SW0055","2017-02-14",27.9940555,-82.6880277,0.063,"mg/L"
"21FLPDEM_WQX-22-13","2017-08-01",27.914597,-82.730188,0.17,"mg/L"
"21FLHILL_WQX-104","2017-01-04",27.9821,-82.562302,0.068,"mg/L"
"21FLPDEM_WQX-19-10","2017-06-15",27.927122,-82.738439,0.06,"mg/L"
"21FLCOSP_WQX-COSPE6-C1707","2017-12-05",27.78429,-82.60498,0.01,"mg/L"
"21FLHILL_WQX-177","2017-03-15",27.9459,-82.379083,0.106,"mg/L"
"21FLPDEM_WQX-23-08","2017-11-06",27.907501,-82.676053,0.15,"mg/L"
"21FLTBW_WQX-ARBAY000","2017-12-12",27.852500001,-82.4093,0.015,"mg/L"
"21FLHILL_WQX-594","2017-11-29",27.819233,-82.382517,0.012,"mg/L"
"21FLPDEM_WQX-19-07","2017-06-15",27.950451,-82.754343,0.12,"mg/L"
"21FLPDEM_WQX-19-09","2017-12-18",27.938397,-82.750888,0.28,"mg/L"
"21FLHILL_WQX-32","2017-09-13",27.7932,-82.570702,0.009,"mg/L"
"21FLSWFD_WQX-19842","2017-02-16",28.121805556,-82.504583333,0.004,"mg/L"
"21FLHILL_WQX-66","2017-07-05",27.927799,-82.639702,0.003,"mg/L"
"21FLPDEM_WQX-06-03","2017-10-19",28.068168,-82.722861,0.2,"mg/L"
"21FLHILL_WQX-169","2017-03-29",27.98045,-82.354367,0.01,"mg/L"
"21FLHILL_WQX-96","2017-07-24",27.6378,-82.691002,0.003,"mg/L"
"21FLHILL_WQX-607","2017-12-27",27.925698253,-82.364467052,0.094,"mg/L"
"21FLHILL_WQX-520","2017-02-08",27.95575,-82.40208,0.368,"mg/L"
"21FLPDEM_WQX-LT-C-17-07","2017-10-16",28.10868,-82.73264,0.05,"mg/L"
"21FLHILL_WQX-163","2017-08-02",28.000098176,-82.551751551,0.048,"mg/L"
"21FLHILL_WQX-47","2017-12-04",27.972601,-82.620201,0.003,"mg/L"
"21FLHILL_WQX-147","2017-10-24",27.981646767,-82.354791449,0.29,"mg/L"
"21FLHILL_WQX-66","2017-11-07",27.927799,-82.639702,0.003,"mg/L"
"21FLHILL_WQX-54","2017-12-13",27.9319,-82.432602,0.003,"mg/L"
"21FLPDEM_WQX-12-02","2017-12-06",28.020439,-82.690019,0.06,"mg/L"
"21FLHILL_WQX-66","2017-08-01",27.927799,-82.639702,0.003,"mg/L"
"21FLHILL_WQX-55","2017-10-10",27.8493,-82.431396,0.003,"mg/L"
"21FLHILL_WQX-32","2017-12-20",27.7932,-82.570702,0.012,"mg/L"
"21FLHILL_WQX-132","2017-01-24",27.835699,-82.346199,0.717,"mg/L"
"21FLHILL_WQX-009","2017-01-11",27.786501,-82.4272,0.01,"mg/L"
"21FLHILL_WQX-67","2017-09-05",27.9002,-82.592003,0.003,"mg/L"
"21FLHILL_WQX-44","2017-10-10",27.9237,-82.480698,0.003,"mg/L"
"21FLHILL_WQX-520","2017-08-29",27.95575,-82.40208,0.09,"mg/L"
"21FLHILL_WQX-103","2017-01-04",27.997601,-82.586304,0.009,"mg/L"
"21FLHILL_WQX-264","2017-10-25",27.682529,-82.496771,0.003,"mg/L"
"21FLHILL_WQX-103","2017-11-08",27.997414662,-82.586513802,0.046,"mg/L"
"21FLHILL_WQX-167","2017-09-27",27.792012346,-82.352245102,0.12,"mg/L"
"21FLHILL_WQX-520","2017-11-06",27.95575,-82.40208,0.346,"mg/L"
"21FLHILL_WQX-7","2017-12-20",27.8589,-82.468597,0.003,"mg/L"
"21FLPDEM_WQX-22-16","2017-08-01",27.91958,-82.71975,0.17,"mg/L"
"21FLHILL_WQX-141","2017-11-08",28.025818057,-82.581073024,0.082,"mg/L"
"21FLPDEM_WQX-12-02","2017-08-09",28.020439,-82.690019,0.18,"mg/L"
"21FLHILL_WQX-90","2017-08-14",27.625999,-82.591499,0.003,"mg/L"
"21FLHILL_WQX-167","2017-02-28",27.79221,-82.35217,0.006,"mg/L"
"21FLHILL_WQX-170","2017-02-07",28.035933,-82.5763,0.542,"mg/L"
"21FLHILL_WQX-146","2017-07-19",28.054018478,-82.345253128,0.003,"mg/L"
"21FLHILL_WQX-080","2017-01-11",27.809601,-82.445999,0.013,"mg/L"
"21FLHILL_WQX-104","2017-12-05",27.981868039,-82.562595273,0.078,"mg/L"
"21FLPDEM_WQX-22-16","2017-12-19",27.91958,-82.71975,0.33,"mg/L"
"21FLHILL_WQX-008","2017-04-11",27.8524,-82.409302,0.013,"mg/L"
"21FLHILL_WQX-33","2017-08-01",27.826099,-82.567497,0.018,"mg/L"
"21FLHILL_WQX-590","2017-09-26",27.760521635,-82.399160644,0.331,"mg/L"
"21FLPDEM_WQX-24-02","2017-11-07",27.911902,-82.700352,0.13,"mg/L"
"21FLHILL_WQX-133","2017-07-25",27.91500958,-82.40210067,0.118,"mg/L"
"21FLCOSP_WQX-CB-01","2017-08-14",27.744538,-82.680876,0.08,"mg/L"
"21FLHILL_WQX-50","2017-08-01",27.918501,-82.537903,0.003,"mg/L"
"21FLMANA_WQX-FC1","2017-02-07",27.59107,-82.55246,0.03,"mg/L"
"21FLCOSP_WQX-COSPE6-D1702","2017-03-20",27.8041,-82.59309,0.01,"mg/L"
"21FLSWFD_WQX-19842","2017-05-31",28.121805556,-82.504583333,0.004,"mg/L"
"21FLHILL_WQX-63","2017-12-04",27.9676,-82.575996,0.003,"mg/L"
"21FLHILL_WQX-508","2017-07-19",28.12824255,-82.543196433,0.003,"mg/L"
"21FLMANA_WQX-386","2017-07-26",27.6059861,-82.6011666,0.008,"mg/L"
"21FLHILL_WQX-597","2017-08-29",27.885091814,-82.391700756,0.003,"mg/L"
"21FLHILL_WQX-161","2017-07-12",28.065192969,-82.555084432,0.032,"mg/L"
"21FLHILL_WQX-81","2017-11-20",27.7813,-82.474098,0.003,"mg/L"
"21FLHILL_WQX-65","2017-10-09",27.945601,-82.694298,0.003,"mg/L"
"21FLHILL_WQX-147","2017-09-27",27.981646767,-82.354791449,0.003,"mg/L"
"21FLHILL_WQX-64","2017-10-09",27.979401,-82.683296,0.003,"mg/L"
"21FLHILL_WQX-173","2017-07-12",28.05115,-82.64404,0.003,"mg/L"
"21FLHILL_WQX-81","2017-07-10",27.7813,-82.474098,0.003,"mg/L"
"21FLHILL_WQX-607","2017-01-24",27.925788,-82.364152,0.063,"mg/L"
"21FLHILL_WQX-16","2017-08-14",27.723801,-82.533798,0.011,"mg/L"
"21FLCOSP_WQX-51-02","2017-08-17",27.717703,-82.642009,0.11,"mg/L"
"21FLHILL_WQX-33","2017-09-05",27.826099,-82.567497,0.003,"mg/L"
"21FLPDEM_WQX-13-05","2017-10-19",27.996813,-82.694027,0.17,"mg/L"
"21FLPDEM_WQX-22-01","2017-06-28",27.923225,-82.717813,0.13,"mg/L"
"21FLTPA_WQX-G1SW0054","2017-07-10",28.0182222,-82.6871944,0.1,"mg/L"
"21FLCOSP_WQX-COSPE7-B1707","2017-12-28",27.70095,-82.63094,0.01,"mg/L"
"21FLHILL_WQX-54","2017-07-11",27.9319,-82.432602,0.003,"mg/L"
"21FLHILL_WQX-050","2017-06-05",27.918501,-82.537903,0.008,"mg/L"
"21FLTPA_WQX-G1SW0055","2017-10-05",27.994055501,-82.688028,0.1,"mg/L"
"21FLHILL_WQX-138","2017-11-27",27.915412114,-82.393396737,0.238,"mg/L"
"21FLPDEM_WQX-04-04","2017-06-19",28.076659,-82.697885,0.18,"mg/L"
"21FLHILL_WQX-167","2017-12-27",27.792012346,-82.352245102,0.038,"mg/L"
"21FLHILL_WQX-033","2017-01-03",27.826099,-82.567497,0.041,"mg/L"
"21FLHILL_WQX-21","2017-08-14",27.6625,-82.563904,0.008,"mg/L"
"21FLSWFD_WQX-19789","2017-12-05",28.099388889,-82.550527778,0.006,"mg/L"
"21FLPDEM_WQX-13-05","2017-12-06",27.996813,-82.694027,0.18,"mg/L"
"21FLHILL_WQX-90","2017-12-18",27.625999,-82.591499,0.003,"mg/L"
"21FLHILL_WQX-163","2017-12-05",28.000098176,-82.551751551,0.199,"mg/L"
"21FLSWFD_WQX-19882","2017-12-04",28.156677778,-82.577594444,0.019,"mg/L"
"21FLHILL_WQX-14","2017-07-10",27.778,-82.520302,0.003,"mg/L"
"21FLHILL_WQX-62","2017-11-07",27.969999,-82.574303,0.011,"mg/L"
"21FLPDEM_WQX-22-15","2017-08-01",27.908646,-82.731842,0.06,"mg/L"
"21FLHILL_WQX-577","2017-02-08",27.897117,-82.350433,0.103,"mg/L"
"21FLHILL_WQX-160","2017-07-12",28.065634446,-82.565816143,0.003,"mg/L"
"21FLHILL_WQX-073","2017-01-11",27.8281,-82.413101,0.015,"mg/L"
"21FLPDEM_WQX-12-04","2017-08-09",28.014891,-82.698876,0.3,"mg/L"
"21FLHILL_WQX-36","2017-12-04",27.859639427,-82.553440161,0.003,"mg/L"
"21FLCOSP_WQX-COSPE6-B1704","2017-06-28",27.82738,-82.57011,0.01,"mg/L"
"21FLPDEM_WQX-12-04","2017-09-06",28.014891,-82.698876,0.25,"mg/L"
"21FLPDEM_WQX-19-08","2017-06-15",27.940403,-82.759796,0.66,"mg/L"
"21FLGW_WQX-775","2017-10-05",27.583258612,-82.546100278,0.004,"mg/L"
"21FLSWFD_WQX-19812","2017-08-23",28.138361111,-82.629,0.004,"mg/L"
"21FLHILL_WQX-110","2017-06-07",27.9526,-82.370796,0.085,"mg/L"
"21FLHILL_WQX-607","2017-11-27",27.925698253,-82.364467052,0.154,"mg/L"
"21FLTPA_WQX-CROACH W","2017-08-21",27.674627701,-82.514972,0.004,"mg/L"
"21FLHILL_WQX-38","2017-10-09",27.8818,-82.577499,0.003,"mg/L"
"21FLHILL_WQX-104","2017-06-06",27.9821,-82.562302,0.012,"mg/L"
"21FLHILL_WQX-63","2017-08-01",27.9676,-82.575996,0.003,"mg/L"
"21FLHILL_WQX-160","2017-08-02",28.065634446,-82.565816143,0.003,"mg/L"
"21FLTPA_WQX-G1SW0081","2017-08-29",28.1207722,-82.5001611,0.005,"mg/L"
"21FLHILL_WQX-9","2017-08-09",27.786501,-82.4272,0.003,"mg/L"
"21FLHILL_WQX-16","2017-07-18",27.723801,-82.533798,0.003,"mg/L"
"21FLGW_WQX-52017","2017-10-16",27.788253334,-82.641765556,0.004,"mg/L"
"21FLHILL_WQX-171","2017-10-03",28.016539903,-82.533720655,0.101,"mg/L"
"21FLHILL_WQX-62","2017-07-05",27.969999,-82.574303,0.003,"mg/L"
"21FLPDEM_WQX-12-04","2017-03-29",28.014891,-82.698876,0.16,"mg/L"
"21FLHILL_WQX-172","2017-11-08",28.050272812,-82.633033094,0.162,"mg/L"
"21FLCOSP_WQX-40-02","2017-08-17",27.760833,-82.642222,0.45,"mg/L"
"21FLTPA_WQX-CROACH W","2017-12-05",27.674627701,-82.514972,0.004,"mg/L"
"21FLHILL_WQX-132","2017-05-22",27.835699,-82.346199,0.2,"mg/L"
"21FLGW_WQX-775","2017-01-10",27.583258612,-82.546100278,0.004,"mg/L"
"21FLHILL_WQX-502","2017-01-09",27.98556,-82.57018,0.012,"mg/L"
"21FLSWFD_WQX-19882","2017-05-24",28.156677778,-82.577594444,0.006,"mg/L"
"21FLGW_WQX-996","2017-04-06",28.096738056,-82.522903056,0.041,"mg/L"
"21FLHILL_WQX-609","2017-01-09",28.051102,-82.505696,0.132,"mg/L"
"21FLHILL_WQX-82","2017-08-14",27.751101,-82.5718,0.003,"mg/L"
"21FLPDEM_WQX-13-05","2017-02-08",27.996813,-82.694027,0.14,"mg/L"
"21FLHILL_WQX-142","2017-01-04",28.026699,-82.538002,0.079,"mg/L"
"21FLHILL_WQX-595","2017-11-29",27.8261,-82.381683,0.008,"mg/L"
"21FLHILL_WQX-68","2017-07-05",27.8519,-82.580803,0.003,"mg/L"
"21FLHILL_WQX-70","2017-09-13",27.908899,-82.463203,0.08,"mg/L"
"21FLHILL_WQX-50","2017-11-07",27.918501,-82.537903,0.017,"mg/L"
"21FLMANA_WQX-FC1","2017-10-18",27.59107,-82.55246,0.445,"mg/L"
"21FLHILL_WQX-170","2017-08-02",28.035815479,-82.576648687,0.123,"mg/L"
"21FLHILL_WQX-42","2017-11-07",27.952801,-82.641602,0.01,"mg/L"
"21FLCOSP_WQX-48-03","2017-12-21",27.711725,-82.683856,0.03,"mg/L"
"21FLHILL_WQX-070","2017-01-11",27.908899,-82.463203,0.017,"mg/L"
"21FLMANA_WQX-361","2017-07-26",27.6285166,-82.5919333,0.006,"mg/L"
"21FLPDEM_WQX-22-01","2017-01-31",27.923225,-82.717813,0.14,"mg/L"
"21FLTPA_WQX-G1SW0006","2017-08-03",28.1474,-82.4921,0.004,"mg/L"
"21FLHILL_WQX-169","2017-07-25",27.98045,-82.354367,0.041,"mg/L"
"21FLCOSP_WQX-CB-01","2017-12-18",27.744538,-82.680876,0.05,"mg/L"
"21FLHILL_WQX-051","2017-04-10",27.8902,-82.548798,0.014,"mg/L"
"21FLHILL_WQX-163","2017-11-08",28.000098176,-82.551751551,0.263,"mg/L"
"21FLHILL_WQX-92","2017-09-19",27.5737,-82.686798,0.003,"mg/L"
"21FLHILL_WQX-144","2017-05-22",27.8381,-82.382202,0.079,"mg/L"
"21FLPDEM_WQX-19-08","2017-03-14",27.940403,-82.759796,0.32,"mg/L"
"21FLHILL_WQX-61","2017-07-05",27.9687,-82.562103,0.003,"mg/L"
"21FLHILL_WQX-164","2017-07-12",27.989161566,-82.550578583,0.003,"mg/L"
"21FLMANA_WQX-422","2017-05-30",27.5574833,-82.6332166,0.008,"mg/L"
"21FLHILL_WQX-608","2017-07-19",28.025649939,-82.507888416,0.005,"mg/L"
"21FLHILL_WQX-24","2017-10-16",27.5884,-82.619301,0.003,"mg/L"
"21FLHILL_WQX-95","2017-07-24",27.6112,-82.694702,0.003,"mg/L"
"21FLHILL_WQX-141","2017-09-06",28.025818057,-82.581073024,0.038,"mg/L"
"21FLHILL_WQX-141","2017-07-12",28.025818057,-82.581073024,0.058,"mg/L"
"21FLHILL_WQX-51","2017-11-07",27.8902,-82.548798,0.02,"mg/L"
"21FLHILL_WQX-11","2017-11-20",27.812901,-82.478897,0.003,"mg/L"
"21FLGW_WQX-775","2017-04-03",27.583258612,-82.546100278,0.004,"mg/L"
"21FLTPA_WQX-G1SW0053","2017-11-29",28.05101,-82.56156,0.32,"mg/L"
"21FLTPA_WQX-CROACH E","2017-06-08",27.6811055,-82.5006027,0.044,"mg/L"
"21FLHILL_WQX-142","2017-08-02",28.02681318,-82.538029707,0.016,"mg/L"
"21FLHILL_WQX-46","2017-07-05",27.9904,-82.659302,0.003,"mg/L"
"21FLPDEM_WQX-22-01","2017-12-19",27.923225,-82.717813,0.33,"mg/L"
"21FLHILL_WQX-033","2017-06-05",27.826099,-82.567497,0.018,"mg/L"
"21FLHILL_WQX-82","2017-09-19",27.751101,-82.5718,0.003,"mg/L"
"21FLHILL_WQX-82","2017-07-24",27.751101,-82.5718,0.003,"mg/L"
"21FLSWFD_WQX-19981","2017-08-23",28.12025,-82.527861111,0.004,"mg/L"
"21FLTBW_WQX-ARBAY000","2017-08-15",27.852500001,-82.4093,0.145,"mg/L"
"21FLHILL_WQX-163","2017-01-04",28.0001,-82.55179,0.214,"mg/L"
"21FLTBW_WQX-ARBAY000","2017-11-28",27.852500001,-82.4093,0.022,"mg/L"
"21FLHILL_WQX-008","2017-02-14",27.8524,-82.409302,0.085,"mg/L"
"21FLPDEM_WQX-12-04","2017-10-19",28.014891,-82.698876,0.28,"mg/L"
"21FLHILL_WQX-25","2017-11-21",27.662701,-82.6679,0.003,"mg/L"
"21FLHILL_WQX-46","2017-12-04",27.9904,-82.659302,0.003,"mg/L"
"21FLHILL_WQX-171","2017-01-04",28.016367,-82.533633,0.185,"mg/L"
"21FLHILL_WQX-28","2017-11-21",27.708401,-82.6092,0.003,"mg/L"
