"station","date","lat","lon","NO23","uni"
"21FLHILL_WQX-104","2017-10-03",27.981868039,-82.562595273,0.003,"mg/L"
"21FLCOSP_WQX-51-02","2017-05-23",27.717703,-82.642009,0.06,"mg/L"
"21FLCOSP_WQX-COSPLM-1","2017-12-07",27.738722,-82.655414,0.01,"mg/L"
"21FLHILL_WQX-33","2017-11-07",27.826099,-82.567497,0.011,"mg/L"
"21FLHILL_WQX-14","2017-10-10",27.778,-82.520302,0.044,"mg/L"
"21FLHILL_WQX-013","2017-01-11",27.8118,-82.523201,0.01,"mg/L"
"21FLHILL_WQX-169","2017-08-22",27.98045,-82.354367,0.073,"mg/L"
"21FLPDEM_WQX-06-03","2017-02-08",28.068168,-82.722861,0.12,"mg/L"
"21FLHILL_WQX-68","2017-11-07",27.8519,-82.580803,0.003,"mg/L"
"21FLSWFD_WQX-19853","2017-12-05",28.100291667,-82.601761111,0.004,"mg/L"
"21FLHILL_WQX-90","2017-10-16",27.625999,-82.591499,0.003,"mg/L"
"21FLHILL_WQX-104","2017-07-12",27.981868039,-82.562595273,0.028,"mg/L"
"21FLHILL_WQX-42","2017-07-05",27.952801,-82.641602,0.003,"mg/L"
"21FLHILL_WQX-65","2017-08-01",27.945601,-82.694298,0.003,"mg/L"
"21FLHILL_WQX-28","2017-10-16",27.708401,-82.6092,0.003,"mg/L"
"21FLHILL_WQX-169","2017-01-24",27.98045,-82.354367,0.038,"mg/L"
"21FLSWFD_WQX-19812","2017-12-05",28.138361111,-82.629,0.023,"mg/L"
"21FLHILL_WQX-102","2017-12-05",28.010599,-82.607803,0.12,"mg/L"
"21FLHILL_WQX-161","2017-10-03",28.065192969,-82.555084432,0.109,"mg/L"
"21FLTPA_WQX-G1SW0010","2017-10-03",28.114,-82.5567,0.014,"mg/L"
"21FLCOSP_WQX-COSPE7-A1702","2017-03-21",27.7319,-82.62403,0.01,"mg/L"
"21FLHILL_WQX-7","2017-11-20",27.8589,-82.468597,0.003,"mg/L"
"21FLHILL_WQX-163","2017-07-12",28.000098176,-82.551751551,0.003,"mg/L"
"21FLHILL_WQX-60","2017-12-04",27.989901,-82.631599,0.009,"mg/L"
"21FLHILL_WQX-577","2017-08-29",27.897089834,-82.350400223,0.003,"mg/L"
"21FLGW_WQX-50821","2017-02-14",28.0341566,-82.342666,0.53,"mg/L"
"21FLHILL_WQX-73","2017-09-13",27.8281,-82.413101,0.003,"mg/L"
"21FLHILL_WQX-46","2017-09-05",27.9904,-82.659302,0.003,"mg/L"
"21FLMANA_WQX-386","2017-10-31",27.6059861,-82.6011666,0.009,"mg/L"
"21FLHILL_WQX-102","2017-11-08",28.010599,-82.607803,0.049,"mg/L"
"21FLHILL_WQX-58","2017-07-11",27.9398,-82.419601,0.003,"mg/L"
"21FLHILL_WQX-101","2017-07-12",28.0257081,-82.631640091,0.003,"mg/L"
"21FLHILL_WQX-169","2017-09-27",27.98045,-82.354367,0.229,"mg/L"
"21FLHILL_WQX-109","2017-07-11",27.945806696,-82.401670251,0.003,"mg/L"
"21FLPDEM_WQX-19-12","2017-02-09",27.94175,-82.75001,0.12,"mg/L"
"21FLHILL_WQX-104","2017-08-02",27.981868039,-82.562595273,0.032,"mg/L"
"21FLHILL_WQX-70","2017-10-10",27.908899,-82.463203,0.003,"mg/L"
"21FLHILL_WQX-52","2017-07-10",27.896999,-82.438202,0.003,"mg/L"
"21FLHILL_WQX-506","2017-07-19",28.085429176,-82.560239194,0.003,"mg/L"
"21FLPDEM_WQX-04-04","2017-03-30",28.076659,-82.697885,0.1,"mg/L"
"21FLHILL_WQX-132","2017-07-25",27.835316135,-82.346139991,0.115,"mg/L"
"21FLHILL_WQX-607","2017-10-24",27.925698253,-82.364467052,0.068,"mg/L"
"21FLPDEM_WQX-11-05","2017-09-20",28.0373,-82.703731,0.15,"mg/L"
"21FLHILL_WQX-610","2017-10-02",28.084783499,-82.524696117,0.048,"mg/L"
"21FLHILL_WQX-8","2017-08-09",27.8524,-82.409302,0.003,"mg/L"
"21FLHILL_WQX-264","2017-09-25",27.682529,-82.496771,0.003,"mg/L"
"21FLHILL_WQX-142","2017-09-06",28.02681318,-82.538029707,0.009,"mg/L"
"21FLHILL_WQX-133","2017-01-24",27.915001,-82.402199,0.533,"mg/L"
"21FLHILL_WQX-70","2017-12-20",27.908899,-82.463203,0.003,"mg/L"
"21FLHILL_WQX-110","2017-12-13",27.952464571,-82.370880114,0.035,"mg/L"
"21FLHILL_WQX-022","2017-01-17",27.608101,-82.571198,0.01,"mg/L"
"21FLPDEM_WQX-19-10","2017-08-10",27.927122,-82.738439,0.15,"mg/L"
"21FLSWFD_WQX-22084","2017-07-05",28.053069444,-82.709263889,0.005,"mg/L"
"21FLPDEM_WQX-19-08","2017-05-24",27.940403,-82.759796,0.32,"mg/L"
"21FLCOSP_WQX-COSPE7-C1702","2017-03-21",27.72353,-82.61393,0.01,"mg/L"
"21FLTPA_WQX-G1SW0044","2017-08-07",27.99041,-82.38011,0.004,"mg/L"
"21FLHILL_WQX-70","2017-11-20",27.908899,-82.463203,0.003,"mg/L"
"21FLPDEM_WQX-19-12","2017-06-15",27.94175,-82.75001,0.13,"mg/L"
"21FLHILL_WQX-138","2017-08-22",27.915412114,-82.393396737,0.079,"mg/L"
"21FLHILL_WQX-173","2017-10-03",28.05115,-82.64404,0.003,"mg/L"
"21FLHILL_WQX-146","2017-11-14",28.054018478,-82.345253128,0.006,"mg/L"
"21FLHILL_WQX-061","2017-01-03",27.9687,-82.562103,0.011,"mg/L"
"21FLSWFD_WQX-19822","2017-12-05",28.097513889,-82.587594444,0.004,"mg/L"
"21FLHILL_WQX-60","2017-08-01",27.989901,-82.631599,0.003,"mg/L"
"21FLPDEM_WQX-13-05","2017-08-09",27.996813,-82.694027,0.07,"mg/L"
"21FLCOSP_WQX-48-03","2017-03-30",27.711725,-82.683856,0.02,"mg/L"
"21FLHILL_WQX-23","2017-10-16",27.666,-82.599197,0.003,"mg/L"
"21FLPDEM_WQX-14-10","2017-10-19",27.974701,-82.713548,0.1,"mg/L"
"21FLHILL_WQX-161","2017-12-05",28.065192969,-82.555084432,0.296,"mg/L"
"21FLHILL_WQX-19","2017-12-18",27.693399,-82.555901,0.006,"mg/L"
"21FLHILL_WQX-38","2017-12-04",27.8818,-82.577499,0.003,"mg/L"
"21FLHILL_WQX-61","2017-10-09",27.9687,-82.562103,0.003,"mg/L"
"21FLHILL_WQX-41","2017-11-07",27.937401,-82.565002,0.012,"mg/L"
"21FLHILL_WQX-615","2017-10-31",27.977244,-82.365563,0.285,"mg/L"
"21FLHILL_WQX-52","2017-10-10",27.896999,-82.438202,0.034,"mg/L"
"21FLHILL_WQX-46","2017-08-01",27.9904,-82.659302,0.003,"mg/L"
"21FLHILL_WQX-64","2017-07-05",27.979401,-82.683296,0.003,"mg/L"
"21FLPDEM_WQX-LT-B-17-07","2017-10-16",28.10585,-82.7188,0.05,"mg/L"
"21FLHILL_WQX-103","2017-08-02",27.997414662,-82.586513802,0.003,"mg/L"
"21FLHILL_WQX-54","2017-10-11",27.9319,-82.432602,0.003,"mg/L"
"21FLTPA_WQX-G1SW0083","2017-08-30",28.0945,-82.4788,0.004,"mg/L"
"21FLHILL_WQX-102","2017-02-07",28.010599,-82.607803,0.062,"mg/L"
"21FLCOSP_WQX-CB-01","2017-10-23",27.744538,-82.680876,0.08,"mg/L"
"21FLHILL_WQX-84","2017-09-19",27.729,-82.498703,0.003,"mg/L"
"21FLHILL_WQX-141","2017-02-07",28.0261,-82.5812,0.101,"mg/L"
"21FLCOSP_WQX-COSPLM-3","2017-10-18",27.734369,-82.651794,0.01,"mg/L"
"21FLHILL_WQX-169","2017-12-27",27.98045,-82.354367,0.028,"mg/L"
"21FLPDEM_WQX-22-13","2017-03-28",27.914597,-82.730188,0.2,"mg/L"
"21FLTPA_WQX-G1SW0060","2017-10-02",27.987202,-82.37306,0.061,"mg/L"
"21FLSWFD_WQX-19789","2017-05-31",28.099388889,-82.550527778,0.004,"mg/L"
"21FLHILL_WQX-171","2017-07-12",28.016539903,-82.533720655,0.003,"mg/L"
"21FLHILL_WQX-158","2017-01-04",28.03391,-82.62173,0.099,"mg/L"
"21FLPDEM_WQX-19-12","2017-11-06",27.94175,-82.75001,0.29,"mg/L"
"21FLHILL_WQX-171","2017-09-06",28.016539903,-82.533720655,0.031,"mg/L"
"21FLGW_WQX-775","2017-10-05",27.583258612,-82.546100278,0.004,"mg/L"
"21FLHILL_WQX-170","2017-12-05",28.035815479,-82.576648687,0.53,"mg/L"
"21FLHILL_WQX-80","2017-10-10",27.809601,-82.445999,0.059,"mg/L"
"21FLHILL_WQX-91","2017-11-21",27.627899,-82.641502,0.003,"mg/L"
"21FLHILL_WQX-615","2017-07-26",27.977244,-82.365563,0.003,"mg/L"
"21FLHILL_WQX-102","2017-01-04",28.010599,-82.607803,0.005,"mg/L"
"21FLHILL_WQX-64","2017-09-05",27.979401,-82.683296,0.003,"mg/L"
"21FLHILL_WQX-584","2017-09-26",27.660837143,-82.501553439,0.2,"mg/L"
"21FLHILL_WQX-172","2017-09-06",28.050272812,-82.633033094,0.003,"mg/L"
"21FLHILL_WQX-19","2017-11-21",27.693399,-82.555901,0.003,"mg/L"
"21FLHILL_WQX-71","2017-10-10",27.876499,-82.413803,0.059,"mg/L"
"21FLHILL_WQX-142","2017-02-07",28.026699,-82.538002,0.01,"mg/L"
"21FLTBW_WQX-ARBAY000","2017-04-10",27.852500001,-82.4093,0.034,"mg/L"
"21FLHILL_WQX-55","2017-07-10",27.8493,-82.431396,0.003,"mg/L"
"21FLHILL_WQX-508","2017-10-02",28.12824255,-82.543196433,0.003,"mg/L"
"21FLHILL_WQX-50","2017-12-04",27.918501,-82.537903,0.003,"mg/L"
"21FLTPA_WQX-G1SW0006","2017-09-26",28.1474,-82.4921,0.004,"mg/L"
"21FLHILL_WQX-21","2017-07-18",27.6625,-82.563904,0.003,"mg/L"
"21FLCOSP_WQX-51-02","2017-12-21",27.717703,-82.642009,0.07,"mg/L"
"21FLHILL_WQX-146","2017-10-17",28.054018478,-82.345253128,0.003,"mg/L"
"21FLHILL_WQX-102","2017-10-03",28.010599,-82.607803,0.133,"mg/L"
"21FLHILL_WQX-81","2017-12-20",27.7813,-82.474098,0.003,"mg/L"
"21FLHILL_WQX-44","2017-08-09",27.9237,-82.480698,0.003,"mg/L"
"21FLHILL_WQX-147","2017-12-27",27.981646767,-82.354791449,0.252,"mg/L"
"21FLCOSP_WQX-40-02","2017-06-29",27.760833,-82.642222,0.41,"mg/L"
"21FLHILL_WQX-55","2017-08-09",27.8493,-82.431396,0.006,"mg/L"
"21FLHILL_WQX-36","2017-10-09",27.859639427,-82.553440161,0.058,"mg/L"
"21FLCOSP_WQX-32-03","2017-12-05",27.808694,-82.616222,0.02,"mg/L"
"21FLHILL_WQX-101","2017-01-04",28.024799,-82.631599,0.007,"mg/L"
"21FLHILL_WQX-91","2017-08-14",27.627899,-82.641502,0.012,"mg/L"
"21FLHILL_WQX-95","2017-09-19",27.6112,-82.694702,0.003,"mg/L"
"21FLPDEM_WQX-E3-B-17-07","2017-11-02",27.9123,-82.66019,0.05,"mg/L"
"21FLCOSP_WQX-44-02","2017-05-23",27.792551,-82.626355,0.01,"mg/L"
"21FLHILL_WQX-054","2017-01-10",27.9319,-82.432602,0.007,"mg/L"
"21FLPDEM_WQX-12-04","2017-09-20",28.014891,-82.698876,0.3,"mg/L"
"21FLPDEM_WQX-22-16","2017-11-07",27.91958,-82.71975,0.22,"mg/L"
"21FLSWFD_WQX-19853","2017-08-23",28.100291667,-82.601761111,0.004,"mg/L"
"21FLHILL_WQX-110","2017-10-11",27.952464571,-82.370880114,0.17,"mg/L"
"21FLHILL_WQX-170","2017-01-04",28.035933,-82.5763,0.489,"mg/L"
"21FLHILL_WQX-33","2017-10-09",27.826099,-82.567497,0.003,"mg/L"
"21FLHILL_WQX-160","2017-01-04",28.06594,-82.56575,0.072,"mg/L"
"21FLHILL_WQX-560","2017-08-29",27.905217,-82.401633,0.437,"mg/L"
"21FLMANA_WQX-202","2017-10-31",27.6665361,-82.5590666,0.007,"mg/L"
"21FLCOSP_WQX-51-02","2017-10-24",27.717703,-82.642009,0.04,"mg/L"
"21FLHILL_WQX-103","2017-10-03",27.997414662,-82.586513802,0.114,"mg/L"
"21FLHILL_WQX-502","2017-10-02",27.985539157,-82.570194739,0.003,"mg/L"
"21FLCOSP_WQX-COSPE7-C1707","2017-12-28",27.75063,-82.62036,0.01,"mg/L"
"21FLHILL_WQX-58","2017-11-13",27.9398,-82.419601,0.003,"mg/L"
"21FLHILL_WQX-561","2017-08-29",27.93162268,-82.399255443,0.032,"mg/L"
"21FLPDEM_WQX-13-05","2017-06-22",27.996813,-82.694027,0.08,"mg/L"
"21FLHILL_WQX-109","2017-11-13",27.945806696,-82.401670251,0.003,"mg/L"
"21FLCOSP_WQX-COSPE6-D1704","2017-06-28",27.7954,-82.60423,0.01,"mg/L"
"21FLHILL_WQX-066","2017-06-05",27.927799,-82.639702,0.007,"mg/L"
"21FLHILL_WQX-609","2017-04-03",28.051102,-82.505696,0.135,"mg/L"
"21FLHILL_WQX-55","2017-09-13",27.8493,-82.431396,0.05,"mg/L"
"21FLHILL_WQX-38","2017-07-05",27.8818,-82.577499,0.003,"mg/L"
"21FLHILL_WQX-067","2017-01-03",27.9002,-82.592003,0.017,"mg/L"
"21FLHILL_WQX-144","2017-07-25",27.838021493,-82.381906957,0.081,"mg/L"
"21FLHILL_WQX-84","2017-12-18",27.729,-82.498703,0.012,"mg/L"
"21FLTPA_WQX-CROACH E","2017-08-21",27.681105501,-82.500603,0.004,"mg/L"
"21FLHILL_WQX-62","2017-09-05",27.969999,-82.574303,0.003,"mg/L"
"21FLHILL_WQX-52","2017-08-09",27.896999,-82.438202,0.003,"mg/L"
"21FLHILL_WQX-161","2017-04-04",28.06565,-82.55524,0.042,"mg/L"
"21FLCOSP_WQX-48-03","2017-05-23",27.711725,-82.683856,0.01,"mg/L"
"21FLHILL_WQX-58","2017-12-13",27.9398,-82.419601,0.003,"mg/L"
"21FLHILL_WQX-19","2017-10-16",27.693399,-82.555901,0.003,"mg/L"
"21FLHILL_WQX-51","2017-09-05",27.8902,-82.548798,0.003,"mg/L"
"21FLMANA_WQX-460","2017-07-26",27.5167083,-82.6853166,0.007,"mg/L"
"21FLHILL_WQX-163","2017-10-03",28.000098176,-82.551751551,0.003,"mg/L"
"21FLPDEM_WQX-06-03","2017-06-22",28.068168,-82.722861,0.07,"mg/L"
"21FLHILL_WQX-109","2017-03-15",27.945999,-82.401604,0.072,"mg/L"
"21FLHILL_WQX-158","2017-07-12",28.033874251,-82.621692449,0.003,"mg/L"
"21FLHILL_WQX-24","2017-11-21",27.5884,-82.619301,0.003,"mg/L"
"21FLHILL_WQX-141","2017-10-03",28.025818057,-82.581073024,0.121,"mg/L"
"21FLHILL_WQX-041","2017-01-03",27.937401,-82.565002,0.026,"mg/L"
"21FLPDEM_WQX-04-04","2017-12-11",28.076659,-82.697885,0.06,"mg/L"
"21FLHILL_WQX-21","2017-09-19",27.6625,-82.563904,0.003,"mg/L"
"21FLHILL_WQX-24","2017-07-18",27.5884,-82.619301,0.003,"mg/L"
"21FLHILL_WQX-520","2017-05-31",27.95575,-82.40208,0.5,"mg/L"
"21FLHILL_WQX-177","2017-08-08",27.9459,-82.379083,0.003,"mg/L"
"21FLHILL_WQX-80","2017-09-13",27.809601,-82.445999,0.017,"mg/L"
"21FLHILL_WQX-132","2017-02-28",27.835699,-82.346199,0.536,"mg/L"
"21FLHILL_WQX-144","2017-11-27",27.838021493,-82.381906957,0.091,"mg/L"
"21FLPDEM_WQX-11-05","2017-02-08",28.0373,-82.703731,0.14,"mg/L"
"21FLPDEM_WQX-19-12","2017-12-18",27.94175,-82.75001,0.23,"mg/L"
"21FLHILL_WQX-051","2017-06-05",27.8902,-82.548798,0.027,"mg/L"
"21FLHILL_WQX-138","2017-01-24",27.9165,-82.392998,0.097,"mg/L"
"21FLHILL_WQX-8","2017-12-20",27.8524,-82.409302,0.003,"mg/L"
"21FLHILL_WQX-60","2017-11-07",27.989901,-82.631599,0.013,"mg/L"
"21FLHILL_WQX-73","2017-07-10",27.8281,-82.413101,0.003,"mg/L"
"21FLHILL_WQX-172","2017-06-06",28.05011,-82.63353,0.095,"mg/L"
"21FLHILL_WQX-062","2017-01-03",27.969999,-82.574303,0.01,"mg/L"
"21FLHILL_WQX-161","2017-02-07",28.06565,-82.55524,0.101,"mg/L"
"21FLPDEM_WQX-14-10","2017-08-09",27.974701,-82.713548,0.06,"mg/L"
"21FLHILL_WQX-132","2017-06-28",27.835699,-82.346199,0.316,"mg/L"
"21FLHILL_WQX-8","2017-10-10",27.8524,-82.409302,0.212,"mg/L"
"21FLHILL_WQX-264","2017-01-25",27.682529,-82.496771,0.021,"mg/L"
"21FLHILL_WQX-80","2017-07-10",27.809601,-82.445999,0.003,"mg/L"
"21FLTPA_WQX-G1SW0056","2017-07-24",27.8072777,-82.3975277,0.14,"mg/L"
"21FLTPA_WQX-G1SW0030","2017-10-04",28.1015,-82.5597,0.025,"mg/L"
"21FLHILL_WQX-104","2017-11-08",27.981868039,-82.562595273,0.127,"mg/L"
"21FLPDEM_WQX-23-08","2017-12-18",27.907501,-82.676053,0.29,"mg/L"
"21FLHILL_WQX-44","2017-07-10",27.9237,-82.480698,0.003,"mg/L"
"21FLCOSP_WQX-COSPE6-A1707","2017-12-05",27.82522,-82.59364,0.01,"mg/L"
"21FLHILL_WQX-158","2017-09-06",28.033874251,-82.621692449,0.003,"mg/L"
"21FLCOSP_WQX-COSPE7-B1702","2017-03-21",27.71165,-82.61899,0.01,"mg/L"
"21FLHILL_WQX-109","2017-12-13",27.945806696,-82.401670251,0.003,"mg/L"
"21FLHILL_WQX-610","2017-07-19",28.084783499,-82.524696117,0.062,"mg/L"
"21FLTPA_WQX-G1SW0020","2017-08-03",28.163,-82.5913,0.004,"mg/L"
"21FLHILL_WQX-33","2017-07-05",27.826099,-82.567497,0.003,"mg/L"
"21FLHILL_WQX-103","2017-09-06",27.997414662,-82.586513802,0.055,"mg/L"
"21FLHILL_WQX-164","2017-12-05",27.989161566,-82.550578583,0.026,"mg/L"
"21FLCOSP_WQX-32-03","2017-03-30",27.808694,-82.616222,0.03,"mg/L"
"21FLHILL_WQX-598","2017-08-29",27.890036881,-82.39709033,0.035,"mg/L"
"21FLHILL_WQX-132","2017-09-27",27.835316135,-82.346139991,0.418,"mg/L"
"21FLHILL_WQX-142","2017-07-12",28.02681318,-82.538029707,0.003,"mg/L"
"21FLSWFD_WQX-19822","2017-08-23",28.097513889,-82.587594444,0.004,"mg/L"
"21FLHILL_WQX-102","2017-07-12",28.010599,-82.607803,0.035,"mg/L"
"21FLHILL_WQX-133","2017-03-29",27.915001,-82.402199,0.22,"mg/L"
"21FLHILL_WQX-110","2017-09-13",27.952464571,-82.370880114,0.003,"mg/L"
"21FLPDEM_WQX-22-01","2017-08-01",27.923225,-82.717813,0.2,"mg/L"
"21FLPDEM_WQX-23-08","2017-02-09",27.907501,-82.676053,0.06,"mg/L"
"21FLHILL_WQX-102","2017-09-06",28.010599,-82.607803,0.043,"mg/L"
"21FLPDEM_WQX-24-02","2017-08-01",27.911902,-82.700352,0.07,"mg/L"
"21FLHILL_WQX-504","2017-10-02",27.9946,-82.57948,0.003,"mg/L"
"21FLGW_WQX-20783","2017-02-07",27.56340889,-82.594258333,0.004,"mg/L"
"21FLSWFD_WQX-19882","2017-02-15",28.156677778,-82.577594444,0.005,"mg/L"
"21FLTPA_WQX-G1SW0054","2017-08-15",28.018200001,-82.6872,0.15,"mg/L"
"21FLHILL_WQX-040","2017-06-05",27.9291,-82.587303,0.008,"mg/L"
"21FLHILL_WQX-606","2017-02-08",27.934268,-82.337936,0.029,"mg/L"
"21FLHILL_WQX-170","2017-10-03",28.035815479,-82.576648687,0.113,"mg/L"
"21FLCOSP_WQX-CB-01","2017-06-27",27.744538,-82.680876,0.01,"mg/L"
"21FLHILL_WQX-47","2017-10-09",27.972601,-82.620201,0.003,"mg/L"
"21FLHILL_WQX-41","2017-07-05",27.937401,-82.565002,0.003,"mg/L"
"21FLTPA_WQX-G1SW0044","2017-09-05",27.99041,-82.38011,0.004,"mg/L"
"21FLHILL_WQX-16","2017-10-16",27.723801,-82.533798,0.003,"mg/L"
"21FLPDEM_WQX-22-16","2017-06-28",27.91958,-82.71975,0.15,"mg/L"
"21FLSWFD_WQX-19812","2017-05-31",28.138361111,-82.629,0.004,"mg/L"
"21FLHILL_WQX-91","2017-07-24",27.627899,-82.641502,0.003,"mg/L"
"21FLSWFD_WQX-19981","2017-12-05",28.12025,-82.527861111,0.004,"mg/L"
"21FLHILL_WQX-133","2017-08-22",27.91500958,-82.40210067,0.257,"mg/L"
"21FLTPA_WQX-G1SW0060","2017-10-12",27.987202,-82.37306,0.091,"mg/L"
"21FLHILL_WQX-103","2017-07-12",27.997414662,-82.586513802,0.028,"mg/L"
"21FLHILL_WQX-133","2017-05-22",27.915001,-82.402199,0.113,"mg/L"
"21FLHILL_WQX-51","2017-12-04",27.8902,-82.548798,0.014,"mg/L"
"21FLMANA_WQX-357","2017-11-28",27.6494777,-82.5784527,0.016,"mg/L"
"21FLHILL_WQX-67","2017-11-07",27.9002,-82.592003,0.024,"mg/L"
"21FLCOSP_WQX-40-02","2017-02-13",27.760833,-82.642222,0.44,"mg/L"
"21FLCOSP_WQX-44-02","2017-03-30",27.7925841,-82.626395233,0.02,"mg/L"
"21FLHILL_WQX-164","2017-10-03",27.989161566,-82.550578583,0.003,"mg/L"
"21FLHILL_WQX-84","2017-10-16",27.729,-82.498703,0.003,"mg/L"
"21FLHILL_WQX-82","2017-10-16",27.751101,-82.5718,0.003,"mg/L"
"21FLHILL_WQX-604","2017-10-02",28.004012429,-82.343427639,0.003,"mg/L"
"21FLMANA_WQX-FC1","2017-07-27",27.59107,-82.55246,0.35,"mg/L"
"21FLHILL_WQX-95","2017-12-18",27.6112,-82.694702,0.003,"mg/L"
"21FLHILL_WQX-54","2017-09-13",27.9319,-82.432602,0.003,"mg/L"
"21FLHILL_WQX-598","2017-11-06",27.890036881,-82.39709033,0.105,"mg/L"
"21FLCOSP_WQX-44-02","2017-08-17",27.792551,-82.626355,0.02,"mg/L"
"21FLCOSP_WQX-48-03","2017-02-13",27.711725,-82.683856,0.03,"mg/L"
"21FLHILL_WQX-068","2017-06-05",27.8519,-82.580803,0.016,"mg/L"
"21FLHILL_WQX-23","2017-07-24",27.666,-82.599197,0.003,"mg/L"
"21FLSWFD_WQX-21116","2017-11-07",28.096666667,-82.687333333,0.028,"mg/L"
"21FLCOSP_WQX-48-03","2017-10-24",27.711725,-82.683856,0.06,"mg/L"
"21FLHILL_WQX-141","2017-04-04",28.0261,-82.5812,0.04,"mg/L"
"21FLTPA_WQX-G1SW0059","2017-08-09",28.081610001,-82.48186,0.004,"mg/L"
"21FLPDEM_WQX-19-12","2017-08-10",27.94175,-82.75001,0.21,"mg/L"
"21FLGW_WQX-996","2017-10-04",28.096738056,-82.522903056,0.93,"mg/L"
"21FLHILL_WQX-058","2017-03-15",27.9398,-82.419601,0.055,"mg/L"
"21FLSWFD_WQX-19853","2017-12-05",28.100291667,-82.601761111,0.004,"mg/L"
"21FLPDEM_WQX-19-08","2017-08-10",27.940403,-82.759796,0.87,"mg/L"
"21FLTBW_WQX-M23","2017-01-12",27.935000001,-82.429,0.048,"mg/L"
"21FLHILL_WQX-163","2017-02-07",28.0001,-82.55179,0.068,"mg/L"
"21FLHILL_WQX-016","2017-01-17",27.723801,-82.533798,0.01,"mg/L"
"21FLTPA_WQX-CROACH W","2017-10-02",27.674627701,-82.514972,0.004,"mg/L"
"21FLHILL_WQX-170","2017-11-08",28.035815479,-82.576648687,0.757,"mg/L"
"21FLHILL_WQX-133","2017-04-25",27.915001,-82.402199,0.127,"mg/L"
"21FLSWFD_WQX-19981","2017-05-31",28.12025,-82.527861111,0.004,"mg/L"
"21FLHILL_WQX-32","2017-11-20",27.7932,-82.570702,0.008,"mg/L"
"21FLHILL_WQX-011","2017-01-11",27.812901,-82.478897,0.009,"mg/L"
"21FLHILL_WQX-90","2017-11-21",27.625999,-82.591499,0.011,"mg/L"
"21FLHILL_WQX-036","2017-01-03",27.855801,-82.553299,0.055,"mg/L"
"21FLHILL_WQX-40","2017-12-04",27.9291,-82.587303,0.003,"mg/L"
"21FLPDEM_WQX-22-01","2017-03-29",27.923225,-82.717813,0.07,"mg/L"
"21FLHILL_WQX-167","2017-08-22",27.792012346,-82.352245102,0.059,"mg/L"
"21FLHILL_WQX-110","2017-08-08",27.952464571,-82.370880114,0.003,"mg/L"
"21FLHILL_WQX-6","2017-10-10",27.889299,-82.477402,0.003,"mg/L"
"21FLHILL_WQX-23","2017-09-19",27.666,-82.599197,0.003,"mg/L"
"21FLMANA_WQX-FC1","2017-05-02",27.59107,-82.55246,0.021,"mg/L"
"21FLHILL_WQX-90","2017-09-19",27.625999,-82.591499,0.003,"mg/L"
"21FLHILL_WQX-141","2017-08-02",28.025818057,-82.581073024,0.118,"mg/L"
"21FLHILL_WQX-32","2017-08-09",27.7932,-82.570702,0.003,"mg/L"
"21FLPDEM_WQX-04-04","2017-10-30",28.076659,-82.697885,0.11,"mg/L"
"21FLHILL_WQX-177","2017-12-13",27.9459,-82.379083,0.003,"mg/L"
"21FLHILL_WQX-60","2017-10-09",27.989901,-82.631599,0.02,"mg/L"
"21FLHILL_WQX-047","2017-06-05",27.972601,-82.620201,0.007,"mg/L"
"21FLSWFD_WQX-19853","2017-12-05",28.100291667,-82.601761111,0.004,"mg/L"
"21FLHILL_WQX-64","2017-11-07",27.979401,-82.683296,0.003,"mg/L"
"21FLHILL_WQX-051","2017-02-06",27.8902,-82.548798,0.01,"mg/L"
"21FLHILL_WQX-102","2017-06-06",28.010599,-82.607803,0.063,"mg/L"
"21FLTPA_WQX-G1SW0055","2017-08-10",27.994055501,-82.688028,0.061,"mg/L"
"21FLMANA_WQX-FC1","2017-09-27",27.59107,-82.55246,0.434,"mg/L"
"21FLMANA_WQX-336","2017-04-11",27.6474222,-82.5651611,0.006,"mg/L"
"21FLHILL_WQX-73","2017-12-20",27.8281,-82.413101,0.006,"mg/L"
"21FLSWFD_WQX-19812","2017-08-23",28.138361111,-82.629,0.004,"mg/L"
"21FLHILL_WQX-16","2017-09-19",27.723801,-82.533798,0.003,"mg/L"
"21FLHILL_WQX-41","2017-12-04",27.937401,-82.565002,0.003,"mg/L"
"21FLCOSP_WQX-COSPE6-A1702","2017-03-20",27.79527,-82.59236,0.01,"mg/L"
"21FLHILL_WQX-110","2017-07-11",27.952464571,-82.370880114,0.003,"mg/L"
"21FLHILL_WQX-14","2017-12-20",27.778,-82.520302,0.003,"mg/L"
"21FLPDEM_WQX-12-02","2017-09-06",28.020439,-82.690019,0.17,"mg/L"
"21FLPDEM_WQX-19-08","2017-02-09",27.940403,-82.759796,0.27,"mg/L"
"21FLTBW_WQX-ARBAY000","2017-06-08",27.852500001,-82.4093,0.009,"mg/L"
"21FLHILL_WQX-90","2017-07-18",27.625999,-82.591499,0.003,"mg/L"
"21FLHILL_WQX-44","2017-11-20",27.9237,-82.480698,0.003,"mg/L"
"21FLTPA_WQX-G1SW0059","2017-10-04",28.081610001,-82.48186,0.004,"mg/L"
"21FLHILL_WQX-51","2017-07-05",27.8902,-82.548798,0.003,"mg/L"
"21FLTPA_WQX-G1SW0001","2017-08-03",28.16376,-82.48614,0.004,"mg/L"
"21FLHILL_WQX-164","2017-09-06",27.989161566,-82.550578583,0.003,"mg/L"
